application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,work_exp_group,gmat_group,gpa_group
3009,Male,True,3.23,STEM,International,650.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3010,Female,False,3.1,Humanities,Hispanic,660.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3011,Male,False,3.04,STEM,White,600.0,3.0,Consulting,Deny,1-3 years,550–599,3.00–3.24
3012,Female,False,3.12,Humanities,Asian,670.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3013,Female,False,3.18,Humanities,White,670.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3014,Male,True,3.15,STEM,International,590.0,5.0,Investment Management,Deny,4-6 years,550–599,3.00–3.24
3015,Female,False,3.37,STEM,White,710.0,4.0,PE/VC,Admit,4-6 years,700–749,3.25–3.49
3016,Male,False,3.13,Humanities,Asian,630.0,5.0,Investment Management,Deny,4-6 years,600–649,3.00–3.24
3017,Male,False,3.6,Humanities,Black,680.0,4.0,Consulting,Deny,4-6 years,650–699,3.50–3.74
3018,Female,False,2.91,Humanities,Asian,620.0,5.0,Consulting,Deny,4-6 years,600–649,2.75–2.99
3019,Male,False,3.27,Business,Black,640.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
3020,Male,False,3.31,Business,Asian,720.0,6.0,Nonprofit/Gov,Admit,4-6 years,700–749,3.25–3.49
3021,Male,False,3.34,STEM,White,710.0,5.0,PE/VC,Admit,4-6 years,700–749,3.25–3.49
3022,Male,True,3.12,Humanities,International,640.0,6.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
3023,Male,True,3.44,STEM,International,670.0,6.0,Other,Deny,4-6 years,650–699,3.25–3.49
3024,Male,True,3.24,STEM,International,630.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3025,Female,False,3.42,Humanities,Hispanic,730.0,6.0,Nonprofit/Gov,Admit,4-6 years,700–749,3.25–3.49
3026,Male,False,3.34,STEM,Hispanic,660.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
3027,Male,False,3.17,STEM,Black,620.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3028,Female,False,3.32,Business,Asian,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
3029,Female,False,3.43,STEM,Asian,680.0,5.0,Investment Management,Deny,4-6 years,650–699,3.25–3.49
3030,Male,True,3.22,Humanities,International,680.0,5.0,Health Care,Admit,4-6 years,650–699,3.00–3.24
3031,Male,True,3.38,Humanities,International,740.0,5.0,Technology,Deny,4-6 years,700–749,3.25–3.49
3032,Male,False,3.35,STEM,White,780.0,5.0,PE/VC,Deny,4-6 years,750–800,3.25–3.49
3033,Male,False,3.2,Business,Asian,680.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3034,Male,False,3.27,Humanities,White,720.0,4.0,Nonprofit/Gov,Admit,4-6 years,700–749,3.25–3.49
3035,Male,False,3.32,STEM,White,670.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3036,Female,False,3.23,Business,Hispanic,710.0,7.0,Investment Banking,Admit,7+ years,700–749,3.00–3.24
3037,Male,True,3.23,Humanities,International,680.0,6.0,Consulting,Admit,4-6 years,650–699,3.00–3.24
3038,Male,False,3.19,Humanities,Hispanic,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3039,Male,False,3.07,Humanities,Asian,570.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3040,Female,True,3.16,STEM,International,700.0,6.0,Technology,Deny,4-6 years,650–699,3.00–3.24
3041,Male,False,3.16,STEM,Asian,640.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3042,Female,True,3.11,Humanities,International,610.0,3.0,Nonprofit/Gov,Deny,1-3 years,600–649,3.00–3.24
3043,Female,True,3.13,Humanities,International,700.0,5.0,Technology,Deny,4-6 years,650–699,3.00–3.24
3044,Male,True,3.52,Business,International,730.0,6.0,Technology,Admit,4-6 years,700–749,3.50–3.74
3045,Male,True,3.37,Humanities,International,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3046,Male,False,3.46,STEM,Black,680.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3047,Male,False,3.21,STEM,Black,620.0,7.0,Consulting,Deny,7+ years,600–649,3.00–3.24
3048,Female,False,3.21,Humanities,Asian,690.0,3.0,PE/VC,Admit,1-3 years,650–699,3.00–3.24
3049,Male,False,3.24,Humanities,White,570.0,4.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
3050,Male,False,3.25,Business,Asian,670.0,4.0,Technology,Admit,4-6 years,650–699,3.00–3.24
3051,Female,False,3.3,Humanities,White,690.0,6.0,Other,Deny,4-6 years,650–699,3.25–3.49
3052,Female,False,3.35,Business,Other,660.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3053,Male,False,3.21,Business,White,630.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3054,Male,False,3.35,Humanities,White,690.0,4.0,Investment Management,Deny,4-6 years,650–699,3.25–3.49
3055,Female,False,3.11,Humanities,Hispanic,640.0,5.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
3056,Male,True,3.19,Business,International,650.0,5.0,Other,Deny,4-6 years,600–649,3.00–3.24
3057,Male,True,3.38,STEM,International,690.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3058,Male,False,3.32,Humanities,Asian,780.0,4.0,Technology,Deny,4-6 years,750–800,3.25–3.49
3059,Male,False,3.1,Business,Black,640.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3060,Male,False,3.28,STEM,White,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
3061,Male,False,3.31,STEM,White,700.0,7.0,Nonprofit/Gov,Deny,7+ years,650–699,3.25–3.49
3062,Male,True,3.08,STEM,International,600.0,4.0,Media/Entertainment,Deny,4-6 years,550–599,3.00–3.24
3063,Male,True,3.04,Business,International,600.0,6.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3064,Female,False,3.64,Business,Asian,760.0,5.0,Technology,Admit,4-6 years,750–800,3.50–3.74
3065,Female,False,3.16,Business,Hispanic,660.0,4.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
3066,Male,False,3.32,Humanities,White,650.0,4.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
3067,Female,False,3.29,Humanities,Other,680.0,6.0,Investment Banking,Admit,4-6 years,650–699,3.25–3.49
3068,Female,False,3.5,Humanities,Asian,750.0,3.0,Retail,Admit,1-3 years,700–749,3.25–3.49
3069,Female,False,3.48,Business,White,580.0,5.0,Investment Management,Deny,4-6 years,550–599,3.25–3.49
3070,Female,False,3.66,Business,White,760.0,5.0,Consulting,Deny,4-6 years,750–800,3.50–3.74
3071,Male,False,3.38,Humanities,White,670.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
3072,Male,True,3.26,STEM,International,650.0,4.0,Technology,Deny,4-6 years,600–649,3.25–3.49
3073,Female,False,3.35,STEM,Black,720.0,5.0,Consulting,Admit,4-6 years,700–749,3.25–3.49
3074,Male,True,3.09,STEM,International,630.0,7.0,CPG,Deny,7+ years,600–649,3.00–3.24
3075,Female,True,3.23,Humanities,International,630.0,6.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
3076,Male,False,3.36,Humanities,White,640.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3077,Male,False,3.09,Humanities,Asian,680.0,5.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
3078,Female,False,3.21,STEM,Black,700.0,4.0,Technology,Deny,4-6 years,650–699,3.00–3.24
3079,Female,False,3.2,STEM,Asian,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3080,Male,False,3.26,STEM,Asian,590.0,3.0,Consulting,Deny,1-3 years,550–599,3.25–3.49
3081,Male,True,3.27,STEM,International,710.0,5.0,Other,Deny,4-6 years,700–749,3.25–3.49
3082,Female,True,3.2,STEM,International,650.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3083,Female,True,3.27,Business,International,700.0,6.0,Investment Banking,Admit,4-6 years,650–699,3.25–3.49
3084,Female,True,3.12,Humanities,International,640.0,4.0,Investment Management,Deny,4-6 years,600–649,3.00–3.24
3085,Male,True,2.95,STEM,International,580.0,6.0,Other,Deny,4-6 years,550–599,2.75–2.99
3086,Male,False,3.22,Business,White,680.0,5.0,PE/VC,Admit,4-6 years,650–699,3.00–3.24
3087,Female,False,3.14,Business,Hispanic,710.0,4.0,Consulting,Deny,4-6 years,700–749,3.00–3.24
3088,Male,False,3.26,Humanities,White,710.0,6.0,Technology,Deny,4-6 years,700–749,3.25–3.49
3089,Female,False,3.47,STEM,Asian,670.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3090,Female,False,3.27,STEM,Asian,610.0,4.0,Investment Management,Deny,4-6 years,600–649,3.25–3.49
3091,Male,False,3.35,Business,White,720.0,6.0,Investment Banking,Admit,4-6 years,700–749,3.25–3.49
3092,Male,True,3.35,Humanities,International,700.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
3093,Male,False,2.9,Humanities,White,600.0,5.0,Health Care,Deny,4-6 years,550–599,2.75–2.99
3094,Male,False,3.12,STEM,Black,710.0,7.0,Consulting,Deny,7+ years,700–749,3.00–3.24
3095,Female,False,3.32,Business,White,690.0,6.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
3096,Male,False,3.27,Humanities,White,660.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3097,Male,True,3.55,Business,International,680.0,4.0,Financial Services,Admit,4-6 years,650–699,3.50–3.74
3098,Male,False,3.4,Humanities,White,650.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
3099,Male,False,3.23,Humanities,White,690.0,5.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
3100,Male,False,3.08,Humanities,Asian,590.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3101,Male,False,3.29,STEM,White,590.0,5.0,Technology,Deny,4-6 years,550–599,3.25–3.49
3102,Male,False,3.16,Business,White,620.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3103,Female,False,3.43,STEM,White,650.0,5.0,Real Estate,Deny,4-6 years,600–649,3.25–3.49
3104,Female,False,3.16,Business,Asian,590.0,6.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
3105,Male,False,3.53,Business,Black,620.0,4.0,CPG,Deny,4-6 years,600–649,3.50–3.74
3106,Male,False,3.54,Business,White,760.0,5.0,Financial Services,Admit,4-6 years,750–800,3.50–3.74
3107,Female,False,3.11,Humanities,Asian,590.0,7.0,Consulting,Deny,7+ years,550–599,3.00–3.24
3108,Male,True,3.25,STEM,International,650.0,5.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
3109,Male,False,3.07,Humanities,Hispanic,640.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3110,Male,False,3.52,STEM,Hispanic,670.0,5.0,Technology,Deny,4-6 years,650–699,3.50–3.74
3111,Male,True,3.31,Business,International,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3112,Male,False,3.22,STEM,Hispanic,710.0,4.0,Technology,Deny,4-6 years,700–749,3.00–3.24
3113,Female,False,3.42,Humanities,White,690.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3114,Female,False,3.06,Business,Black,580.0,5.0,CPG,Deny,4-6 years,550–599,3.00–3.24
3115,Female,False,3.09,Business,Hispanic,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3116,Male,False,3.48,STEM,Asian,670.0,2.0,Health Care,Deny,1-3 years,650–699,3.25–3.49
3117,Female,True,3.05,Business,International,590.0,6.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3118,Male,False,3.05,Humanities,White,650.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3119,Male,False,3.21,Business,Black,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3120,Male,True,3.19,Humanities,International,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3121,Male,False,3.15,STEM,Asian,570.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3122,Male,False,3.38,Business,Hispanic,730.0,6.0,Investment Management,Deny,4-6 years,700–749,3.25–3.49
3123,Male,True,3.09,Humanities,International,610.0,4.0,Other,Deny,4-6 years,600–649,3.00–3.24
3124,Female,True,3.31,Humanities,International,600.0,6.0,PE/VC,Deny,4-6 years,550–599,3.25–3.49
3125,Male,False,3.32,STEM,Black,680.0,6.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
3126,Male,True,3.28,STEM,International,680.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3127,Male,False,3.44,Humanities,White,660.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3128,Female,False,3.28,STEM,Asian,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3129,Female,False,3.11,Humanities,White,600.0,5.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3130,Female,True,3.11,Business,International,600.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3131,Male,False,3.13,Humanities,Black,600.0,4.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3132,Male,False,3.35,Business,Black,670.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3133,Male,False,3.28,Humanities,Asian,630.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3134,Male,True,3.2,Business,International,640.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3135,Female,True,3.07,Humanities,International,660.0,6.0,Other,Deny,4-6 years,650–699,3.00–3.24
3136,Female,False,3.39,Humanities,White,670.0,5.0,Investment Management,Deny,4-6 years,650–699,3.25–3.49
3137,Male,False,3.22,Business,White,610.0,7.0,Consulting,Deny,7+ years,600–649,3.00–3.24
3138,Male,False,3.37,STEM,Black,650.0,7.0,Consulting,Deny,7+ years,600–649,3.25–3.49
3139,Male,False,3.24,STEM,Asian,730.0,5.0,Technology,Deny,4-6 years,700–749,3.00–3.24
3140,Male,True,3.14,STEM,International,600.0,6.0,Real Estate,Deny,4-6 years,550–599,3.00–3.24
3141,Female,False,3.22,Business,White,600.0,7.0,Technology,Deny,7+ years,550–599,3.00–3.24
3142,Female,False,3.14,Business,Black,570.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3143,Male,True,3.13,Humanities,International,610.0,7.0,Other,Deny,7+ years,600–649,3.00–3.24
3144,Male,False,3.29,Humanities,Asian,700.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3145,Male,False,3.48,STEM,Black,720.0,5.0,Financial Services,Deny,4-6 years,700–749,3.25–3.49
3146,Male,False,3.26,Business,White,700.0,6.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
3147,Male,False,3.18,Business,Black,700.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3148,Male,True,3.37,STEM,International,760.0,4.0,Other,Deny,4-6 years,750–800,3.25–3.49
3149,Male,False,3.22,STEM,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3150,Male,True,3.07,Business,International,570.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3151,Male,False,3.14,STEM,Black,570.0,6.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3152,Male,True,3.41,Humanities,International,770.0,5.0,Investment Management,Deny,4-6 years,750–800,3.25–3.49
3153,Male,False,3.45,Humanities,Hispanic,730.0,5.0,Other,Admit,4-6 years,700–749,3.25–3.49
3154,Female,False,3.14,Business,White,620.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3155,Female,False,3.06,Humanities,Asian,650.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3156,Female,True,3.38,Business,International,770.0,5.0,PE/VC,Deny,4-6 years,750–800,3.25–3.49
3157,Male,False,3.14,STEM,Black,630.0,5.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
3158,Male,False,3.25,Business,Hispanic,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3159,Female,False,3.34,Humanities,Black,710.0,6.0,Retail,Admit,4-6 years,700–749,3.25–3.49
3160,Male,False,3.45,Humanities,Black,660.0,4.0,Technology,Deny,4-6 years,650–699,3.25–3.49
3161,Male,True,3.11,Humanities,International,680.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3162,Male,False,3.33,Humanities,White,710.0,6.0,Real Estate,Admit,4-6 years,700–749,3.25–3.49
3163,Male,True,3.12,Humanities,International,610.0,4.0,Retail,Deny,4-6 years,600–649,3.00–3.24
3164,Male,False,3.08,Business,Hispanic,600.0,6.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3165,Male,False,2.95,Business,White,570.0,6.0,Financial Services,Deny,4-6 years,550–599,2.75–2.99
3166,Male,False,3.24,Humanities,Asian,640.0,6.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
3167,Female,False,3.53,STEM,White,690.0,6.0,CPG,Admit,4-6 years,650–699,3.50–3.74
3168,Male,True,3.39,STEM,International,680.0,5.0,Health Care,Admit,4-6 years,650–699,3.25–3.49
3169,Female,False,3.42,Humanities,Asian,780.0,3.0,Financial Services,Deny,1-3 years,750–800,3.25–3.49
3170,Male,False,3.39,Humanities,White,680.0,5.0,Nonprofit/Gov,Admit,4-6 years,650–699,3.25–3.49
3171,Male,False,3.5,Business,White,670.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3172,Male,False,3.37,Humanities,White,660.0,5.0,Financial Services,Admit,4-6 years,650–699,3.25–3.49
3173,Male,False,3.2,Business,White,640.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3174,Female,True,3.39,STEM,International,670.0,6.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
3175,Male,False,3.34,Humanities,White,650.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3176,Male,False,3.17,STEM,White,650.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3177,Female,False,3.51,Business,Hispanic,680.0,6.0,Real Estate,Admit,4-6 years,650–699,3.50–3.74
3178,Female,True,3.36,Business,International,640.0,6.0,Health Care,Deny,4-6 years,600–649,3.25–3.49
3179,Female,True,3.35,STEM,International,710.0,6.0,PE/VC,Deny,4-6 years,700–749,3.25–3.49
3180,Female,True,3.27,STEM,International,610.0,5.0,Retail,Deny,4-6 years,600–649,3.25–3.49
3181,Female,False,3.39,Business,Black,660.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
3182,Male,False,3.18,Business,Black,660.0,4.0,Other,Deny,4-6 years,650–699,3.00–3.24
3183,Male,True,3.47,STEM,International,650.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3184,Male,False,3.21,Humanities,Asian,690.0,5.0,Technology,Admit,4-6 years,650–699,3.00–3.24
3185,Female,False,3.23,Humanities,Other,670.0,6.0,Consulting,Admit,4-6 years,650–699,3.00–3.24
3186,Male,False,3.14,STEM,Hispanic,640.0,5.0,Energy,Deny,4-6 years,600–649,3.00–3.24
3187,Male,False,3.48,Business,Asian,670.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3188,Male,False,3.2,Business,Hispanic,650.0,3.0,Consulting,Deny,1-3 years,600–649,3.00–3.24
3189,Male,False,3.21,Humanities,White,650.0,6.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
3190,Female,False,3.14,STEM,White,590.0,7.0,Consulting,Deny,7+ years,550–599,3.00–3.24
3191,Male,True,3.2,Business,International,570.0,5.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3192,Female,True,3.29,Humanities,International,660.0,6.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3193,Male,False,3.1,Humanities,Asian,580.0,5.0,Other,Deny,4-6 years,550–599,3.00–3.24
3194,Male,False,3.29,Business,Black,650.0,5.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
3195,Female,False,3.25,Business,Asian,640.0,6.0,Technology,Deny,4-6 years,600–649,3.00–3.24
3196,Male,False,3.08,STEM,Asian,630.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3197,Female,True,3.32,STEM,International,640.0,4.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
3198,Female,False,3.01,Humanities,Asian,580.0,6.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3199,Male,False,3.23,Humanities,Black,650.0,5.0,CPG,Deny,4-6 years,600–649,3.00–3.24
3200,Male,True,3.14,Humanities,International,630.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3201,Male,True,3.26,STEM,International,760.0,4.0,Real Estate,Deny,4-6 years,750–800,3.25–3.49
3202,Male,True,3.23,Humanities,International,730.0,5.0,Investment Banking,Deny,4-6 years,700–749,3.00–3.24
3203,Male,True,3.4,Humanities,International,660.0,7.0,Nonprofit/Gov,Deny,7+ years,650–699,3.25–3.49
3204,Male,False,3.31,Business,Other,650.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
3205,Male,False,3.42,Humanities,Hispanic,570.0,6.0,PE/VC,Deny,4-6 years,550–599,3.25–3.49
3206,Female,False,3.27,Business,White,760.0,6.0,Consulting,Deny,4-6 years,750–800,3.25–3.49
3207,Female,True,3.41,Humanities,International,710.0,3.0,PE/VC,Deny,1-3 years,700–749,3.25–3.49
3208,Female,True,3.52,Humanities,International,670.0,7.0,Consulting,Admit,7+ years,650–699,3.50–3.74
3209,Male,False,3.08,Business,Black,650.0,4.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
3210,Female,False,3.22,STEM,Asian,620.0,5.0,Real Estate,Deny,4-6 years,600–649,3.00–3.24
3211,Male,False,3.14,Humanities,Hispanic,600.0,3.0,Investment Banking,Deny,1-3 years,550–599,3.00–3.24
3212,Female,False,3.44,Business,Asian,700.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
3213,Female,True,3.19,Humanities,International,590.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3214,Male,False,3.24,Humanities,Black,630.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3215,Female,False,3.56,Business,Asian,720.0,4.0,PE/VC,Admit,4-6 years,700–749,3.50–3.74
3216,Female,False,3.46,Business,Black,690.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3217,Female,True,3.15,Business,International,630.0,3.0,CPG,Deny,1-3 years,600–649,3.00–3.24
3218,Male,False,3.33,Humanities,White,620.0,5.0,Investment Management,Deny,4-6 years,600–649,3.25–3.49
3219,Male,False,3.28,STEM,Other,660.0,6.0,PE/VC,Waitlist,4-6 years,650–699,3.25–3.49
3220,Male,False,3.27,Humanities,Hispanic,690.0,5.0,Technology,Deny,4-6 years,650–699,3.25–3.49
3221,Female,False,3.0,Humanities,Black,610.0,7.0,Investment Banking,Deny,7+ years,600–649,2.75–2.99
3222,Female,False,3.37,Humanities,Asian,680.0,4.0,Health Care,Admit,4-6 years,650–699,3.25–3.49
3223,Female,False,3.55,Humanities,Black,630.0,5.0,PE/VC,Deny,4-6 years,600–649,3.50–3.74
3224,Male,False,3.33,Business,Black,690.0,4.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3225,Male,False,3.42,Humanities,Asian,780.0,5.0,Nonprofit/Gov,Admit,4-6 years,750–800,3.25–3.49
3226,Male,True,3.26,Business,International,580.0,5.0,Energy,Deny,4-6 years,550–599,3.25–3.49
3227,Female,True,3.39,Business,International,660.0,5.0,Investment Management,Admit,4-6 years,650–699,3.25–3.49
3228,Female,True,3.44,Business,International,700.0,4.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
3229,Male,False,3.36,Humanities,Black,680.0,3.0,Nonprofit/Gov,Deny,1-3 years,650–699,3.25–3.49
3230,Female,False,3.12,Humanities,Asian,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3231,Female,False,3.46,STEM,Asian,750.0,3.0,Investment Management,Deny,1-3 years,700–749,3.25–3.49
3232,Female,False,3.35,Humanities,White,700.0,6.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
3233,Male,True,3.27,STEM,International,640.0,6.0,Other,Deny,4-6 years,600–649,3.25–3.49
3234,Male,True,2.86,Business,International,570.0,5.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
3235,Female,True,3.16,STEM,International,590.0,5.0,Other,Deny,4-6 years,550–599,3.00–3.24
3236,Male,False,3.03,Humanities,White,660.0,6.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
3237,Male,False,3.15,Humanities,White,580.0,6.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3238,Male,False,3.29,Business,White,620.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3239,Female,True,3.59,Business,International,770.0,6.0,Consulting,Admit,4-6 years,750–800,3.50–3.74
3240,Male,False,3.39,Humanities,White,660.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3241,Male,False,3.42,Humanities,White,670.0,6.0,Media/Entertainment,Deny,4-6 years,650–699,3.25–3.49
3242,Male,True,3.11,STEM,International,680.0,4.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
3243,Male,False,3.24,STEM,White,640.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3244,Male,False,3.21,Humanities,Asian,690.0,4.0,Technology,Deny,4-6 years,650–699,3.00–3.24
3245,Male,False,3.19,STEM,Asian,720.0,5.0,PE/VC,Deny,4-6 years,700–749,3.00–3.24
3246,Male,False,3.42,Business,White,630.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3247,Female,False,3.2,Humanities,Asian,650.0,5.0,Other,Deny,4-6 years,600–649,3.00–3.24
3248,Male,False,3.35,STEM,White,650.0,7.0,Investment Banking,Deny,7+ years,600–649,3.25–3.49
3249,Male,False,3.06,Business,White,570.0,6.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
3250,Male,True,3.2,Business,International,690.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3251,Male,False,3.06,STEM,White,580.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3252,Female,False,3.27,Business,Hispanic,680.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3253,Male,False,3.27,Humanities,White,730.0,6.0,Investment Banking,Admit,4-6 years,700–749,3.25–3.49
3254,Female,False,3.33,STEM,Hispanic,680.0,5.0,Investment Banking,Admit,4-6 years,650–699,3.25–3.49
3255,Female,False,3.27,Business,Hispanic,720.0,5.0,PE/VC,Admit,4-6 years,700–749,3.25–3.49
3256,Female,True,3.31,Business,International,670.0,6.0,Investment Banking,Admit,4-6 years,650–699,3.25–3.49
3257,Male,True,3.15,Business,International,640.0,3.0,CPG,Deny,1-3 years,600–649,3.00–3.24
3258,Female,True,3.41,STEM,International,680.0,4.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3259,Male,False,3.32,Business,Other,640.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3260,Male,False,3.36,Business,White,680.0,3.0,PE/VC,Deny,1-3 years,650–699,3.25–3.49
3261,Male,True,3.28,Business,International,670.0,5.0,Financial Services,Deny,4-6 years,650–699,3.25–3.49
3262,Male,False,3.07,Humanities,Asian,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
